mean_x,mean_y,mean_z,std_x,std_y,std_z,min_x,min_y,min_z,max_x,max_y,max_z,mad_x,mad_y,mad_z,energy_x,energy_y,energy_z,freq_max_x,freq_max_y,freq_max_z,spectral_entropy_x,spectral_entropy_y,spectral_entropy_z,gesture
-9241.6,3183.856881205561,-13440,-3584,2872.3199999999997,95544115.2,-6118.4,4462.9802419459575,-16320,-512,3351.04,57353011.2,-4505.6,4686.198698305483,-14080,2048,3985.9200000000005,42260889.6,0,1.4900509084413718,0,1.987977148,0,2.136908885401968,left
-9664,2638.787600395303,-13440,-7040,2534.4,100356096,-4537.6,3186.718035848167,-12672,-512,2065.9199999999996,30744985.6,-6118.4,4922.527870921606,-14080,1088,4288,61666099.2,0,1.3582502031096557,0,1.8948104554393366,0,1.911024839194824,left
-9632,2616.3791774129377,-13440,-7040,2496,99620864,-3353.6,1873.3970855107038,-5376,-512,1640.9599999999998,14756249.6,-7724.8,4929.832386603017,-14976,-1728,4131.839999999999,83975782.4,0,1.3508382026391739,0,1.5252846492663488,0,1.7196142522869986,left
-9452.8,2425.768859557728,-13440,-7040,2280.96,95239782.4,-3040,2002.341029894758,-5376,-512,1894.4,13250969.6,-8883.2,5132.448865794962,-14976,-1728,4515.840000000001,105253273.6,0,1.2992067052714686,0,1.748834778580766,0,1.672524680573953,left
-9209.6,2152.4276155076623,-13440,-7040,1989.1200000000003,89449676.8,-2976,1981.7794024562875,-5376,-512,1843.2,12784025.6,-9894.4,4943.617849308338,-14976,-1728,4428.8,122338508.8,0,1.2822126508389426,0,1.7183113932049263,0,1.568059589145498,left
-9875.2,2394.156085137308,-13696,-7040,2220.8,103251558.4,-2387.2,2424.7555258211087,-5376,1920,2233.6,11578163.2,-11270.4,4359.565189327945,-15488,-1728,3896.3199999999997,146027724.8,0,1.2519014210081663,0,2.048602194446458,0,1.5065194965453146,left
-10540.8,2438.232015211022,-13696,-7808,2186.2400000000002,117053440,-1798.4,2671.714475762708,-5376,1920,2388.4800000000005,10372300.8,-12646.4,3128.179636785586,-15488,-7872,2813.44,169716940.8,0,1.1940288047454928,0,2.2039307451600934,0,1.2014121416603223,left
-11897.6,3885.537985916493,-21376,-7808,2923.5200000000004,156650291.2,-1433.6,2392.8127047472813,-5376,1920,1950.72,7780761.6,-12960,2770.5791452329963,-15488,-7872,2374.4,175637708.8,0,1.4058666520045189,0,2.1668167744858895,0,1.105049427284074,left
-13254.4,4535.198236020119,-21376,-7808,3462.4,196247142.4,-1068.8,2011.6880871546662,-5056,1920,1512.9600000000003,5189222.4,-13273.6,2317.3303260433113,-15488,-8128,1935.36,181558476.8,0,1.365933175580557,0,2.168333091366858,0,0.9602534631717365,left
-14316.8,5578.586717081666,-24064,-7808,4773.12,236091392,-2579.2,6051.710184732907,-20160,1920,3665.9199999999996,43275468.8,-12262.4,4997.920591606073,-15488,1984,3351.04,175345664,0,1.4979311194856857,0,2.288429257864996,0,1.602723079033536,left
-15942.4,5808.820658274793,-24064,-7808,5422.08,287902515.2,-4544,7952.601989286274,-20160,1920,6246.4,83891814.4,-10656,6508.7874139504665,-15488,1984,5056,155914649.6,0,1.4641918620727559,0,2.2154804816869516,0,1.817539465452595,left
-14707.2,8220.042004758856,-24064,4544,6410.24,283870822.4,-3027.2,9807.216412417949,-20160,14656,6913.280000000001,105345433.6,-10771.2,6578.194475690119,-15488,1984,5102.08,159291392,0,1.8334540280804679,2,2.3076439880463675,0,1.833520199888103,left
-13094.4,10093.520329399453,-24064,4800,7941.120000000001,273342464,-1644.8,10929.320681542837,-20160,14656,7776,122155417.6,-11353.6,7157.031608145936,-20800,1984,5473.280000000001,180127334.4,0,1.9497490671241122,2,2.1612453182940388,0,1.7865400259114694,left
-11481.6,11444.953780596932,-24064,4800,9876.480000000001,262814105.6,-262.4,11785.437957072278,-20160,14656,9158.399999999998,138965401.6,-11936,7648.214222941196,-20800,1984,5939.2,200963276.8,0,1.919729095120743,2,1.9837708986432647,0,1.796183719757355,left
-10918.4,11607.567628060582,-24064,4800,10552.319999999998,253947084.8,51.2,11741.333321220382,-20160,14656,8844.8,137861529.6,-12147.2,7717.444717003161,-20800,1984,6108.160000000001,207113420.8,0,1.9157254782074598,1,1.9163708712842125,0,1.7735044979930736,left
-10054.4,11689.92717855847,-24064,4800,10860.8,237745356.8,-160,11724.801746724761,-20160,14656,8640,137496576,-12160,7723.079178669606,-20800,1984,6118.4,207511552,0,1.9322703828847596,1,1.948438569274394,0,1.7735003048309543,left
-8550.4,12085.47097303204,-24064,4800,11335.679999999998,219167948.8,121.6,11804.919272913305,-20160,14656,8977.92,139370905.6,-12460.8,7903.315921814083,-20800,1984,6359.039999999999,217733939.2,0,2.1021475163759837,2,1.9315624550987678,0,1.7764400009128982,left
-6764.8,11355.665201123182,-24064,4800,9841.920000000002,174713651.2,-102.4,11859.018671036823,-20160,14656,9157.119999999999,140646809.6,-12800,7906.474106705213,-20800,1984,6272,226352332.8,0,1.885598996299224,1,1.9402929060893566,0,1.7125875062757854,left
-4979.2,10269.708903372091,-24064,4800,7664.639999999999,130259353.6,-326.4,11908.659733152172,-20160,14656,9390.080000000002,141922713.6,-13139.2,7895.071232104242,-20800,1984,6049.280000000001,234970726.4,2,2.2129861511455924,1,1.9761901901567964,0,1.7655099505229819,left
-3897.6,8643.576149,-24064,4800,6366.719999999999,89902694.4,1171.2,10128.959954506681,-20160,14656,8138.24,103967539.2,-14873.6,6078.329034,-20800,1984,3560.96,258170060.8,2,2.2536642,1,2.200496722399357,0,1.652965606365237,left
-2816,6451.060315948069,-13248,4800,5350.4,49546035.2,2668.8,7673.973635607566,-5184,14656,6940.160000000001,66012364.8,-16608,2354.5129432644876,-20800,-14400,2054.4,281369395.2,2,2.1671201728082394,1,2.1735545986854916,0,0.8793766396905635,left
-4723.2,6802.859822163028,-14528,4800,5504,68587520,518.4,6996.663707796738,-6848,12992,5832.960000000001,49222041.6,-16300.8,2690.4446026632845,-20800,-12160,2238.72,272954572.8,0,2.1347187616045873,1,2.0346790269216504,0,0.9700462909938667,left
-6656,6564.104082051106,-14528,4800,5785.6,87389798.4,-1465.6,5906.298522763644,-6848,12992,4641.280000000001,37032345.6,-15436.8,2486.4308878390325,-20800,-12160,1756.1599999999999,244477132.8,0,2.0779492803902837,1,2.2562720999074757,0,1.0267111472412735,left
-8518.4,5624.318397814975,-14528,1344,5356.8,104196096,-3398.4,3552.253684634587,-6848,4736,2909.4399999999996,24167628.8,-14643.2,1827.0402732288085,-18496,-12160,1446.4,217761382.4,0,1.459422107,0,1.9163308619329855,0,0.8067955001345812,left
-8902.4,5504.628801290783,-14528,1344,4972.8,109553664,-3820.8,3393.4547823714997,-6848,4736,2437.12,26114048,-14534.4,1798.035550260339,-18496,-12160,1338.8799999999999,214481715.2,0,1.4446859110542538,0,1.9625027295375606,0,0.8041841584425413,left
-9286.4,5354.811578384435,-14528,1344,4588.8,114911232,-4243.2,3171.0756786932734,-6848,4736,1905.92,28060467.2,-14425.6,1761.8492103469014,-18496,-12160,1228.8,211202048,0,1.4894715798944178,0,1.9320348345857299,0,0.8140849086473363,left
-10752,4104.391404337554,-14528,-3520,3635.2,132451532.8,-5241.6,1047.5101145096405,-6848,-3968,862.72,28571648,-13977.6,1123.9974377194994,-15360,-12160,949.7599999999999,196636672,0,1.565775864276465,0,1.0812323656916918,0,0.6125093567841972,left
-11731.2,3363.3872450254667,-14528,-3520,2776.3199999999997,148933427.2,-5369.6,958.4841365406107,-6848,-3968,784.6400000000001,29751296,-13939.2,1115.4375643665585,-15360,-12160,926.7199999999997,195545497.6,0,1.390169406188275,0,0.9863477342770344,0,0.5907698757265877,left
-12371.2,2118.5933446511153,-14528,-8896,1880.3199999999997,157535027.2,-5318.4,1042.0214201253254,-6848,-3456,815.3599999999999,29371187.2,-14035.2,1189.7976970897196,-15360,-12160,992,198402457.6,0,1.0253015194550992,0,1.0638218630055483,0,0.56646149,left
-11724.8,2667.4720917003046,-14528,-6784,2480.6400000000003,144586342.4,-5280,1053.281348928196,-6848,-3456,838.4,28987801.6,-14016,1169.6426804798123,-15360,-12160,972.8,197816320,0,1.1791637826301884,0,1.0467831837617174,0,0.5683708228982874,left
-11078.4,2984.411338941065,-14528,-6784,2822.4,131637657.6,-5241.6,1063.0359542367323,-6848,-3456,864,28604416,-13996.8,1148.8133703957315,-15360,-12160,961.2800000000003,197230182.4,0,1.084940307094174,0,1.0640765595271897,0,0.5494051637793596,left
-10528,2799.2593306087238,-14528,-6784,2572.8,118674636.8,-4960,969.0242515025101,-6848,-3456,768,25540608,-14406.4,1151.0929762621263,-16256,-12160,913.9200000000001,208869376,0,1.1509419595720494,0,1.1627331727639407,0,0.6662308407753399,left
-9977.6,2481.7562813459344,-13824,-6784,2103.04,105711616,-4678.4,767.7066106,-6336,-3456,608,22476800,-14816,997.3532974828929,-16256,-12864,825.6,220508569.6,0,1.2970601318880255,0,0.7784669941544111,0,0.5447549934335698,left
-9497.6,2130.7675236871805,-13312,-6784,1610.2400000000002,94744576,-4428.8,567.9797179,-5248,-3456,476.16,19936870.4,-15123.2,802.9641087869371,-16256,-14016,680.9599999999998,229355929.6,0,1.1176660777690668,0,0.9230237106475425,0,0.42830039088729904,left
-9510.4,2127.4970834292585,-13312,-6784,1602.56,94973952,-4371.2,594.9246675000122,-5248,-3456,531.2,19461324.8,-15264,809.6695622289379,-16256,-14016,684.8,233645260.8,0,1.1210300828973303,0,0.9425958417641729,0,0.4251963283828948,left
-9580.8,2117.626444866988,-13312,-6784,1564.1599999999999,96276070.4,-4499.2,716.1425556,-5696,-3456,659.2,20755660.8,-15276.8,798.8728058959073,-16256,-14016,672,234018816,0,1.0700723623161774,0,0.9959946572758482,0,0.41900160093198874,left
-9459.2,1926.134200932012,-13312,-6784,1418.2400000000002,93186457.6,-4544,773.3149423100526,-5696,-3456,704,21245952,-15276.8,798.8728058959073,-16256,-14016,672,234018816,0,1.0052395755953476,0,1.036305358912558,0,0.41900160093198874,left
-9337.6,1704.720223379778,-12096,-6784,1272.3200000000002,90096844.8,-4588.8,824.1102838819571,-5696,-3456,748.8,21736243.2,-15276.8,798.8728058959073,-16256,-14016,672,234018816,0,0.9568868942376436,0,1.0729689293904017,0,0.4190016009319888,left
-9414.4,1746.027445374213,-12096,-6784,1364.48,91679539.2,-4729.6,733.8821703788695,-5696,-3840,634.8799999999999,22907699.2,-15251.2,799.8975934,-16256,-14016,675.8400000000001,233238937.6,0,0.992537098,0,0.9008907492265283,0,0.4047019471452747,left
-9804.8,1538.3448768075382,-12096,-6784,1269.7599999999998,98500608,-4736,734.7467590945877,-5696,-3840,640,22969548.8,-15244.8,800.7932067643931,-16256,-14016,680.9599999999998,233045196.8,0,0.946229552,0,0.9008839689423875,0,0.40310500406058086,left
-10265.6,1222.115150057473,-12096,-9024,1126.4,106876108.8,-4492.8,1020.3133636290372,-5696,-2368,870.4,21226291.2,-15296,810.5543781881632,-16256,-14016,716.8,234624614.4,0,0.7305531320677383,0,1.1013299155122351,0,0.36636558363754507,left
-10502.4,1187.523406085118,-12096,-9024,1067.52,111710617.6,-4774.4,1222.7852795973624,-6848,-2368,1003.5200000000001,24290099.2,-15072,823.7125712285809,-16256,-14016,716.8,227843686.4,0,0.7784065285097714,0,1.262312039296038,0,0.4448503912682198,left
-10592,1103.4201375722666,-12096,-9024,960,113408000,-5056,1338.1969959613568,-6848,-2368,1100.8,27353907.2,-14848,774.3735532674137,-15936,-14016,704,221062758.4,0,0.7077310663350657,0,1.2157939923374108,0,0.42808417196288234,left
-10656,1026.4969556701083,-12096,-9024,883.2,114604032,-5382.4,1398.4988523413238,-7104,-2368,1118.72,30926028.8,-14720,684.5307882,-15936,-14016,588.8,217146982.4,0,0.6949558243124638,0,1.224560037916326,0,0.316254863,left
-10720,938.9696480717574,-12096,-9600,819.2,115800064,-5708.8,1381.214306,-7104,-2368,1013.7600000000002,34498150.4,-14592,552.0347815129044,-15680,-14016,460.8,213231206.4,0,0.6766294509798958,0,1.246442415721599,0,0.34335675456733283,left
-10432,1507.7400306418876,-12096,-6720,1152,111099904,-5881.6,1473.793689768008,-7424,-2368,1184,36765286.4,-14419.2,742.5379182237093,-15680,-12928,620.8,208464691.2,0,0.9747764331872381,0,1.1851675632364187,0,0.4285546130896933,left
-9894.4,1756.493962414901,-12096,-6720,1361.92,100984422.4,-6054.4,1541.6429677457747,-7424,-2368,1285.1200000000001,39032422.4,-14310.4,863.5020787,-15680,-12928,729.6,205533184,0,1.0507593994899145,0,1.2428585176813705,0,0.48237584663658256,left
-9113.6,2265.8530932079425,-11392,-4288,1922.56,88191795.2,-6412.8,1809.9218104658555,-9280,-2368,1428.48,44399820.8,-13600,2388.709442355851,-15680,-6912,1606.4,190665932.8,0,1.1768085007638434,0,1.2499417704207947,0,1.047932537243707,left
-9235.2,2376.986192639747,-11904,-4288,1995.5199999999998,90938982.4,-4160,7478.640304,-9280,17664,4723.2,73235660.8,-13318.4,2360.628526473405,-15680,-6912,1643.52,182952345.6,0,1.2407840338359073,0,2.2754395339837123,0,1.0490600571464412,left
-9356.8,2477.1886000060636,-11904,-4288,2068.4800000000005,93686169.6,-1907.2,9921.395514744889,-9280,17664,7828.4800000000005,102071500.8,-13036.8,2297.956518300553,-15680,-6912,1568,175238758.4,0,1.2671125309310975,1,2.1804679742385615,0,0.9739869415145315,left
-8825.6,2552.220178589614,-11904,-4288,2298.8799999999997,84405043.2,729.6,12592.793265991468,-9280,24000,11427.84,159110758.4,-12473.6,2271.1344830282505,-14656,-6912,1671.6799999999998,160748748.8,0,1.4483553552149175,1,1.894347009310925,0,1.0739950387890302,left
-8294.4,2515.322134439245,-11904,-4288,2316.8,75123916.8,3814.4,14052.458882345109,-9280,24000,13614.080000000002,212021248,-12076.8,2313.2348259526093,-14656,-6912,1844.4800000000002,151200153.6,0,1.321578355011948,1,2.123303632237544,0,1.1029135454925656,left
-7462.4,3138.7677582134047,-11904,-1600,2657.28,65539276.8,6732.8,14556.470429331419,-9280,24000,14400,257221427.2,-11558.4,2399.820793309367,-14656,-6912,2078.7200000000003,139355750.4,0,1.4371241616079713,1,1.7308698792474653,0,1.157012917879931,left
-6656,3486.208714348583,-11904,-1600,2726.4,56455987.2,9676.8,14436.896375606497,-9280,24000,13987.84,302064435.2,-10976,2281.1758371506567,-14656,-6912,2041.6,125676339.2,0,1.7936606930252852,0,1.9765012712771854,0,1.1451692785274126,left
-6387.2,3344.6720855713197,-11904,-1600,2457.6,51983155.2,11955.2,13367.018611492991,-9280,24000,11998.72,321603993.6,-10572.8,1923.3677131531558,-12928,-6912,1638.4,115483443.2,0,1.7777217621576107,0,1.8187750900635438,0,1.1087094654471372,left
-6438.4,3353.2824277116893,-11904,-1600,2508.8,52697497.6,13689.6,11769.787926721534,-9280,24000,9570.560000000001,325933056,-10412.8,1782.1558181034566,-12928,-6912,1478.4,111602483.2,0,1.7752049833828945,0,1.895576215957462,0,1.058426456185611,left
-6489.6,3361.0908705359334,-11904,-1600,2560,53411840,15424,9610.532888451087,-9280,24000,7142.4,330262118.4,-10252.8,1612.9523737544146,-12288,-6912,1318.4,107721523.2,0,1.7735119850763608,0,1.7685745577400107,0,1.0035843988027549,left
-7430.4,3888.488528978837,-13696,-1600,3042.56,70331187.2,17216,5720.540394053694,8640,24000,4940.8,329115238.4,-10988.8,1599.756782,-14272,-8832,1312,123312947.2,0,1.5437000589669536,0,1.1117030384037219,0,0.7498917677257677,left
-7609.6,4124.644838043634,-13696,-1600,3293.44,74918707.2,16313.6,6264.5801008527305,8640,24000,5753.6,305378508.8,-11187.2,1851.757910743194,-14272,-8832,1510.4,128582451.2,0,1.5579536370739395,0,1.151252267847899,0,0.8312901164341868,left
-7558.4,4073.8853002999485,-13696,-1600,3221.7599999999998,73725952,14758.4,7537.406917501536,2112,24000,6912,274622873.6,-11187.2,1851.7579107431943,-14272,-8832,1510.4,128582451.2,0,1.5440478436932026,0,1.656798314171485,0,0.8312901164341868,left
-8339.2,4446.876404848688,-13888,-1600,3863.040000000001,89316966.4,12038.4,8551.245467181958,-3200,24000,7239.68,218046873.6,-11308.8,1812.4659886464076,-14272,-8832,1388.8,131173990.4,0,1.618604233591655,0,1.9040742323825055,0,0.802818159,left
-9120,4661.928871,-13888,-1600,4192,104907980.8,9318.4,8639.345753006995,-3200,22336,6720,161470873.6,-11430.4,1763.9403164506446,-14272,-8832,1308.1599999999999,133765529.6,0,1.5660434100638492,0,1.941359099416742,0,0.7144131590606726,left
-10476.8,4230.303175896498,-15168,-1600,3773.4399999999996,127658803.2,6905.6,8013.426173616376,-3200,22336,6740.4800000000005,111902310.4,-11744,1538.464689227543,-14272,-8832,1164.8,140288409.6,0,1.6003166165518907,0,2.0904974029014616,0,0.8677157244908398,left
-11833.6,3221.107983287738,-15168,-6976,2900.4800000000005,150409625.6,4492.8,6492.187255463293,-3200,15680,6067.200000000001,62333747.2,-12057.6,1193.973132,-14272,-10624,931.8400000000001,146811289.6,0,1.2727483091145015,0,2.0450955875745604,0,0.6815222330607831,left
-12582.4,2854.3139000467345,-15168,-7232,2378.2400000000002,166463897.6,2726.4,5541.468743934229,-3200,9920,5242.88,38141132.8,-12230.4,1094.923851,-14272,-11264,852.4799999999999,150781542.4,0,1.1937360178290073,1,1.991705890528844,0,0.6678170737272334,left
-13305.6,2261.736819349236,-15168,-7232,1597.4399999999998,182154444.8,1536,5131.746525306954,-3200,9920,4633.6,28694118.4,-12332.8,1052.8145895645634,-14272,-11264,783.3599999999999,153206374.4,0,1.0760632194326125,1,2.047223445161861,0,0.6758259005675762,left
-14016,1013.950689136311,-15168,-11392,704,197476352,179.2,4489.115298140603,-3648,8640,3770.8799999999997,20184268.8,-12332.8,1052.8145895645634,-14272,-11264,783.3599999999999,153206374.4,0,0.5397656871574067,1,1.969919563589915,0,0.6758259005675761,left
-13068.8,3115.925955474552,-15168,-4224,2104.3200000000006,180502528,-1600,4305.254835663041,-9152,8640,2790.4,21095219.2,-11398.4,2311.357142459815,-14272,-4928,1361.92,135265894.4,0,1.2319651279783064,2,2.2883067818660545,0,1.1431568277116408,left
-12121.6,4073.759619810673,-15168,-4224,3304.96,163528704,-3379.2,3253.7942405751473,-9152,2112,2362.88,22006169.6,-10464,2798.2348722006877,-12352,-4928,2214.4,117325414.4,0,1.3968682696793573,0,2.109690319898383,0,1.3266187478588116,left
-11712,4324.714465,-15168,-4224,3878.4,155874099.2,-998.4,9367.387716967844,-9152,25920,5383.68,88744755.2,-10406.4,2765.8368426210536,-12352,-4928,2191.3599999999997,115943014.4,0,1.3829111345661669,3,2.211161410109978,0,1.3057022111139107,left
-11052.8,4443.559222065123,-15168,-4224,4234.240000000001,141909606.4,1913.6,12298.110840287625,-9152,25920,9602.560000000001,154905395.2,-10451.2,2782.9404880449747,-12352,-4928,2209.2799999999997,116972339.2,0,1.4617938304918938,2,2.1855663386748794,0,1.2966134665152393,left
-9120,6512.058967791984,-15168,5440,5600,125581312,4563.2,13686.81710844417,-9152,25920,12289.28,208151756.8,-10406.4,2773.083886217653,-12352,-4928,2191.3599999999997,115983155.2,0,1.8750969152221146,1,2.0974760464641453,0,1.295551794799959,left
-8038.4,6312.892003,-15168,5440,5255.68,104468480,6003.2,13699.941115201918,-9152,25920,12746.240000000002,223726796.8,-10073.6,2765.3925290996217,-12352,-4928,2344.96,109124812.8,0,1.9106037632450343,1,2.113268707967933,0,1.322275601256878,left
-6956.8,5912.578266712417,-14464,5440,4614.400000000001,83355648,7443.2,13560.995928028295,-9152,25920,12627.2,239301836.8,-9740.8,2717.220226628677,-12352,-4928,2365.44,102266470.4,0,1.927479762471248,1,2.0242994414867828,0,1.2677002801733268,left
-6067.2,5359.502305,-14464,5440,3824.6399999999994,65535180.8,8742.4,13213.487799971663,-9152,25920,11781.12,251025817.6,-9619.2,2623.2272032746228,-12352,-4928,2268.16,99410329.6,0,2.0279133010291677,0,2.0865072551236574,0,1.2514317804848443,left
-5177.6,4572.436094687382,-14336,5440,2835.2,47714713.6,10041.6,12724.624467543235,-9152,25920,10415.359999999997,262749798.4,-9497.6,2519.8775843282547,-11712,-4928,2170.88,96554188.8,0,1.8064215839719682,0,1.9645504971755816,0,1.275945634702305,left
-4211.2,3407.517712353085,-7296,5440,1930.2400000000002,29345382.4,11308.8,11902.659709493506,-9152,25920,8761.6,269562265.6,-9356.8,2452.093831809868,-11712,-4928,2058.2400000000002,93562470.4,0,2.027094552869015,0,2.0505942564729875,0,1.2396414919865721,left
-4256,3410.3353500792264,-7296,5440,1945.6,29743923.2,13126.4,9850.240395036053,-9152,25920,7151.359999999999,269329612.8,-9856,1958.0234932196295,-11712,-4928,1472,100974592,0,2.0287273517958493,0,1.9660188014788333,0,1.0622960989959525,left
-5504,5056.486052586321,-16704,5440,2982.4,55862067.2,13913.6,8217.619937670517,-1280,25920,6679.040000000001,261117542.4,-10176,1265.5180757302521,-11712,-8128,1126.4,105152512,0,1.9807629219085934,0,1.796119845670655,0,0.7381569671835129,left
-6752,6637.651632919583,-19776,5440,4704,89647923.2,10899.2,8770.664704570572,-4224,25920,6210.5599999999995,195717120,-9401.6,2149.3807108095116,-11712,-3968,1646.08,93009920,0,1.9661264761199266,0,2.010719463529564,0,1.247904889835924,left
